qWineTypes,qFoodpairings,qPriceMin,qPriceMax,qMinRating,title,rating,price,reviewcount,countryCode,country,region,winery,winerylink,link,photo,pagetime,pageurl
White,,10,40,3.5,Chardonnay,4.1,39.99,3253,us,United States,Napa Valley,Grgich Hills,/wineries/us-grgich-hills/wines/napa-valley-chardonnay-8888,/wineries/us-grgich-hills/wines/napa-valley-chardonnay-8888,background-image:url(//images.vivino.com/thumbs/maJem73gSCuHiApGAUN1qg_150x200.jpg);,Thu Jul 06 2017 19:08:39 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgEAcDgPXA==
White,,10,40,3.5,E - Evolution White,4,17.98,3109,us,United States,Oregon,Sokol Blosser,/wineries/sokol-blosser-winery/wines/evolution-8888,/wineries/sokol-blosser-winery/wines/evolution-8888,background-image:url(//images.vivino.com/thumbs/Ufa12UI3Q_aWqrhwzxOAnQ_150x200.jpg);,Thu Jul 06 2017 19:08:39 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgEAcDgPXA==
White,,10,40,3.5,Pinot Grigio Valdadige,3.6,10.99,3026,it,Italy,Valdadige,Barone Fini,/wineries/barone-fini/wines/valdadige-pinot-grigio-8888,/wineries/barone-fini/wines/valdadige-pinot-grigio-8888,background-image:url(//images.vivino.com/thumbs/H2TB1cWkSn6E4BGpNRb_tg_150x200.jpg);,Thu Jul 06 2017 19:08:39 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgEAcDgPXA==
White,,10,40,3.5,Sauvignon Blanc 2015,3.9,12.99,2996,nz,New Zealand,Marlborough,Matua,/wineries/matua-valley/wines/marlborough-sauvignon-blanc-2015,/wineries/matua-valley/wines/marlborough-sauvignon-blanc-2015,background-image:url(//images.vivino.com/thumbs/1sbrWnIkTySw0JAG6oNAmg_150x200.jpg);,Thu Jul 06 2017 19:08:39 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgEAcDgPXA==
White,,10,40,3.5,Sauvignon Blanc 2016,3.8,11.99,2963,nz,New Zealand,Marlborough,Oyster Bay,/wineries/oyster-bay-wines-new-zealand-limited/wines/sauvignon-blanc-2016,/wineries/oyster-bay-wines-new-zealand-limited/wines/sauvignon-blanc-2016,background-image:url(//images.vivino.com/thumbs/yKijZ660QoiyuthM7rIBHA_150x200.jpg);,Thu Jul 06 2017 19:08:39 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgEAcDgPXA==
White,,10,40,3.5,Riesling 2014,3.8,10.98,2904,de,Germany,Mosel,Dr. Loosen,/wineries/dr-loosen/wines/l-riesling-2014,/wineries/dr-loosen/wines/l-riesling-2014,background-image:url(//images.vivino.com/thumbs/aVnmUsCiT8G-uiYPCsZRSw_150x200.jpg);,Thu Jul 06 2017 19:08:39 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgEAcDgPXA==
White,,10,40,3.5,Riesling 2014,3.8,8.99,2892,us,United States,Columbia Valley,Château Ste. Michelle,/wineries/chateau-ste-michelle-winery/wines/4299311-columbia-valley-riesling-2014,/wineries/chateau-ste-michelle-winery/wines/4299311-columbia-valley-riesling-2014,background-image:url(//images.vivino.com/thumbs/cMP-RhF_Qseex464QTSjMQ_150x200.jpg);,Thu Jul 06 2017 19:08:39 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgEAcDgPXA==
White,,10,40,3.5,Chenin Blanc - Viognier 2014,4,11.99,2832,us,United States,Napa Valley,Pine Ridge,/wineries/pine-ridge/wines/chenin-blancviognier-2014,/wineries/pine-ridge/wines/chenin-blancviognier-2014,background-image:url(//images.vivino.com/thumbs/8n4zU-IUQuOiGC-TWQVkqA_150x200.jpg);,Thu Jul 06 2017 19:08:39 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgEAcDgPXA==
White,,10,40,3.5,Viña Esmeralda 2014,3.8,19.99,2742,es,Spain,Catalunya,Torres,/wineries/miguel-torres/wines/catalunya-via-esmeralda-2014,/wineries/miguel-torres/wines/catalunya-via-esmeralda-2014,background-image:url(//images.vivino.com/wineries/6812/vintages/002oywj46yknc_150x200.jpg);,Thu Jul 06 2017 19:08:39 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgEAcDgPXA==
White,,10,40,3.5,Scaia Veneto Garganega - Chardonnay 2014,4,9.99,2735,it,Italy,Veneto,Tenuta Sant Antonio,/wineries/tenuta-sant-antonio/wines/4688832-veneto-scaia-garganega-chardonnay-2014,/wineries/tenuta-sant-antonio/wines/4688832-veneto-scaia-garganega-chardonnay-2014,background-image:url(//images.vivino.com/thumbs/LgcwEgJ_SBGJdaGi1AK9Mg_150x200.jpg);,Thu Jul 06 2017 19:08:39 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgEAcDgPXA==
White,,10,40,3.5,Chardonnay,4,34.99,2694,us,United States,Russian River Valley,Jordan,/wineries/jordan-vineyard-and-winery/wines/chardonnay-8888,/wineries/jordan-vineyard-and-winery/wines/chardonnay-8888,background-image:url(//images.vivino.com/wineries/1468/wines/000032s7kqiol_150x200.jpg);,Thu Jul 06 2017 19:08:39 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgEAcDgPXA==
White,,10,40,3.5,O Rosal Albariño 2015,4,19.99,2632,es,Spain,Rías Baixas,Terras Gauda,/wineries/terras-gauda/wines/o-rosal-rias-baixas-2015,/wineries/terras-gauda/wines/o-rosal-rias-baixas-2015,background-image:url(//images.vivino.com/thumbs/PMcudu5cQtuCbHMDarZR4w_150x200.jpg);,Thu Jul 06 2017 19:08:39 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgEAcDgPXA==
White,,10,40,3.5,Chardonnay 2014,4.4,35,2616,us,United States,Los Carneros,Rombauer Vineyards,/wineries/rombauer-vineyards/wines/carneros-chardonnay-2014,/wineries/rombauer-vineyards/wines/carneros-chardonnay-2014,background-image:url(//images.vivino.com/thumbs/zr_UgGBSSi-HSPzBkM_FpA_150x200.jpg);,Thu Jul 06 2017 19:08:39 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgEAcDgPXA==
White,,10,40,3.5,Vintner's Reserve Chardonnay 2014,3.8,11.74,2564,us,United States,California,Kendall-Jackson,/wineries/kendall-jackson/wines/california-vintners-reserve-chardonnay-2014,/wineries/kendall-jackson/wines/california-vintners-reserve-chardonnay-2014,background-image:url(//images.vivino.com/thumbs/sEhuDqIoT7-OrR7v2Lhdaw_150x200.jpg);,Thu Jul 06 2017 19:08:39 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgEAcDgPXA==
White,,10,40,3.5,Rías Baixas Albariño 2015,3.8,15.99,2504,es,Spain,Rías Baixas,Martin Codax,/wineries/martin-codax/wines/rias-baixas-albarino-2015,/wineries/martin-codax/wines/rias-baixas-albarino-2015,background-image:url(//images.vivino.com/thumbs/yOtSmTRYTDiBOTwVt31B2w_150x200.jpg);,Thu Jul 06 2017 19:08:39 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgEAcDgPXA==
White,,10,40,3.5,Sauvignon Blanc 2016,4,15.99,2419,nz,New Zealand,Marlborough,Kim Crawford,/wineries/kim-crawford/wines/sauvignon-blanc-2016,/wineries/kim-crawford/wines/sauvignon-blanc-2016,background-image:url(//images.vivino.com/thumbs/f0OjdVoHQ36u3BUGekwllw_150x200.jpg);,Thu Jul 06 2017 19:08:39 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgEAcDgPXA==
White,,10,40,3.5,Pinot Grigio Valdadige 2015,3.8,24.99,2267,it,Italy,Valdadige,Santa Margherita,/wineries/santa-margherita/wines/valdadige-pinot-grigio-2015,/wineries/santa-margherita/wines/valdadige-pinot-grigio-2015,background-image:url(//images.vivino.com/thumbs/E7k80SsMRiKScRjc1pcY6g_150x200.jpg);,Thu Jul 06 2017 19:08:39 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgEAcDgPXA==
White,,10,40,3.5,Sauvignon Blanc 2016,4.1,28.49,2198,nz,New Zealand,Marlborough,Cloudy Bay,/wineries/cloudy-bay/wines/sauvignon-blanc-2016,/wineries/cloudy-bay/wines/sauvignon-blanc-2016,background-image:url(//images.vivino.com/thumbs/2xtRrHc3SYGIrjIArY1h1g_150x200.jpg);,Thu Jul 06 2017 19:08:39 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgEAcDgPXA==
White,,10,40,3.5,Sauvignon Blanc 2014,3.7,11.99,2062,nz,New Zealand,Marlborough,Starborough,/wineries/starborough/wines/marlborough-sauvignon-blanc-2014,/wineries/starborough/wines/marlborough-sauvignon-blanc-2014,background-image:url(//images.vivino.com/thumbs/82A8wyYZSJCZqo_tlmxedw_150x200.jpg);,Thu Jul 06 2017 19:08:39 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgEAcDgPXA==
White,,10,40,3.5,Moscato d'Asti Cascinetta,4.2,14.99,2049,it,Italy,Moscato d'Asti,Vietti,/wineries/vietti/wines/cascinetta-8888,/wineries/vietti/wines/cascinetta-8888,background-image:url(//images.vivino.com/thumbs/oLttLFfzSyOZVuTHbxfSZA_150x200.jpg);,Thu Jul 06 2017 19:08:39 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgEAcDgPXA==
White,,10,40,3.5,Blanco,4,8.99,2048,ar,Argentina,Mendoza,New Age,/wineries/new-age/wines/new-age-blanco-8888,/wineries/new-age/wines/new-age-blanco-8888,background-image:url(//images.vivino.com/thumbs/lIzH4sI9TheszKP7kJbkfQ_150x200.jpg);,Thu Jul 06 2017 19:08:39 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgEAcDgPXA==
White,,10,40,3.5,Viña Sol Blanco 2015,3.5,15.99,2040,es,Spain,Catalunya,Torres,/wineries/miguel-torres/wines/vina-sol-2015,/wineries/miguel-torres/wines/vina-sol-2015,background-image:url(//images.vivino.com/thumbs/QMFXB0q3Ru60W2M062EnjA_150x200.jpg);,Thu Jul 06 2017 19:08:39 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgEAcDgPXA==
White,,10,40,3.5,Anthìlia 2015,3.7,13.99,1965,it,Italy,Terre Siciliane,Donnafugata,/wineries/donnafugata/wines/anthilia-2015,/wineries/donnafugata/wines/anthilia-2015,background-image:url(//images.vivino.com/thumbs/HaI-_6taQOy7hI51xXYJDw_150x200.jpg);,Thu Jul 06 2017 19:08:39 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgEAcDgPXA==
White,,10,40,3.5,Rías Baixas Albariño 2015,4,24.99,1941,es,Spain,Rías Baixas,Mar de Frades,/wineries/mar-de-frades/wines/rias-baixas-albarino-2015,/wineries/mar-de-frades/wines/rias-baixas-albarino-2015,background-image:url(//images.vivino.com/thumbs/InRtDmjnRSSqSKyQxiXLbQ_150x200.jpg);,Thu Jul 06 2017 19:08:39 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgEAcDgPXA==
White,,10,40,3.5,Planalto Reserva Douro Branco Seco 2014,3.7,13.5,1939,pt,Portugal,Douro,Casa Ferreirinha,/wineries/casa-ferreirinha/wines/casa-ferreirinha-planalto-douro-reserva-vinho-branco-seco-2014,/wineries/casa-ferreirinha/wines/casa-ferreirinha-planalto-douro-reserva-vinho-branco-seco-2014,background-image:url(//images.vivino.com/thumbs/20X92qm1Q6OxUGucrfRzmA_150x200.jpg);,Thu Jul 06 2017 19:08:39 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgEAcDgPXA==
White,,10,40,3.5,Rueda Verdejo 2014,3.6,10,1924,es,Spain,Rueda,Marqués de Riscal,/wineries/es-marques-de-riscal/wines/rueda-white-2014,/wineries/es-marques-de-riscal/wines/rueda-white-2014,background-image:url(//images.vivino.com/thumbs/V9SC3eYrR2quugcEU8giQA_150x200.jpg);,Thu Jul 06 2017 19:08:39 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgEAcDgPXA==
White,,10,40,3.5,Scaia Veneto Garganega - Chardonnay 2015,4.1,9.99,1923,it,Italy,Veneto,Tenuta Sant Antonio,/wineries/tenuta-sant-antonio/wines/veneto-scaia-garganega-chardonnay-2015,/wineries/tenuta-sant-antonio/wines/veneto-scaia-garganega-chardonnay-2015,background-image:url(//images.vivino.com/thumbs/Y94YjtNWR-6SOQasT7t7zg_150x200.jpg);,Thu Jul 06 2017 19:08:39 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgEAcDgPXA==
White,,10,40,3.5,Moscato,3.6,5.99,1908,us,United States,California,Sutter Home,/wineries/sutter-home-family-vineyards/wines/moscato-8888,/wineries/sutter-home-family-vineyards/wines/moscato-8888,background-image:url(//images.vivino.com/thumbs/0aPlHSBxTDKbsTs0TIWXhQ_150x200.jpg);,Thu Jul 06 2017 19:08:39 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgEAcDgPXA==
White,,10,40,3.5,Löwengang Chardonnay,4.2,59.99,1888,it,Italy,Trentino-Alto Adige,Alois Lageder,/wineries/alois-lageder/wines/tenutae-lageder-lowengang-8888,/wineries/alois-lageder/wines/tenutae-lageder-lowengang-8888,background-image:url(//images.vivino.com/thumbs/ARMFbZ6tQfe-dmK-05JRkg_150x200.jpg);,Thu Jul 06 2017 19:08:39 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgEAcDgPXA==
White,,10,40,3.5,Catena Chardonnay 2014,3.7,19.97,1883,ar,Argentina,Mendoza,Catena Zapata,/wineries/catena-zapata/wines/catena-mendoza-chardonnay-2014,/wineries/catena-zapata/wines/catena-mendoza-chardonnay-2014,background-image:url(//images.vivino.com/thumbs/-mvUPq0KR_iNNzHdeon2oA_150x200.jpg);,Thu Jul 06 2017 19:08:39 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgEAcDgPXA==
White,,10,40,3.5,Butter Chardonnay 2015,3.9,14.98,1876,us,United States,California,Jam,/wineries/jam/wines/butter-california-chardonnay-2015,/wineries/jam/wines/butter-california-chardonnay-2015,background-image:url(//images.vivino.com/thumbs/tLtoNJNwTL2hz0HG9bTz1Q_150x200.jpg);,Thu Jul 06 2017 19:08:39 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgEAcDgPXA==
White,,10,40,3.5,Chardonnay 2014,3.6,10.99,1863,us,United States,Columbia Valley,Château Ste. Michelle,/wineries/chateau-ste-michelle-winery/wines/columbia-valley-chardonnay-2014,/wineries/chateau-ste-michelle-winery/wines/columbia-valley-chardonnay-2014,background-image:url(//images.vivino.com/thumbs/PCyjmSXKRO2f7SgSFahpKQ_150x200.jpg);,Thu Jul 06 2017 19:08:39 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgEAcDgPXA==
White,,10,40,3.5,Moscato d'Asti Bricco Quaglia,4.1,19.99,1845,it,Italy,Moscato d'Asti,La Spinetta,/wineries/la-spinetta/wines/bricco-quaglia-moscato-dasti-8888,/wineries/la-spinetta/wines/bricco-quaglia-moscato-dasti-8888,background-image:url(//images.vivino.com/thumbs/2nXjROUIRW-wDToZ4k7yiA_150x200.jpg);,Thu Jul 06 2017 19:08:39 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgEAcDgPXA==
White,,10,40,3.5,Chardonnay 2013,4.3,36.97,1811,us,United States,Los Carneros,Rombauer Vineyards,/wineries/rombauer-vineyards/wines/carneros-chardonnay-2013,/wineries/rombauer-vineyards/wines/carneros-chardonnay-2013,background-image:url(//images.vivino.com/thumbs/JCnlkAOPRhSp6nCVyHZ4MQ_150x200.jpg);,Thu Jul 06 2017 19:08:39 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgEAcDgPXA==
White,,10,40,3.5,Sonoma Coast Chardonnay 2014,3.8,16.99,1779,us,United States,Sonoma Coast,La Crema,/wineries/la-crema/wines/sonoma-coast-chardonnay-2014,/wineries/la-crema/wines/sonoma-coast-chardonnay-2014,background-image:url(//images.vivino.com/thumbs/8K0sVMUgSKa843D6fxZ91g_150x200.jpg);,Thu Jul 06 2017 19:08:39 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgEAcDgPXA==
White,,10,40,3.5,Blanc,3.2,9.99,1762,es,Spain,Empordà,Blanc Pescador,/wineries/cadelamsa/wines/perelada-vino-de-aguja-fermentacion-natural-blanc-pescador-8888,/wineries/cadelamsa/wines/perelada-vino-de-aguja-fermentacion-natural-blanc-pescador-8888,background-image:url(//images.vivino.com/thumbs/CW0YabMPRrqoeUUhyT5Png_150x200.jpg);,Thu Jul 06 2017 19:08:39 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgEAcDgPXA==
White,,10,40,3.5,Private Bin Sauvignon Blanc 2016,4.1,9.99,1744,nz,New Zealand,Marlborough,Villa Maria,/wineries/nz-villa-maria/wines/sauvignon-blanc-private-bin-2016,/wineries/nz-villa-maria/wines/sauvignon-blanc-private-bin-2016,background-image:url(//images.vivino.com/thumbs/AOe7Kl73RliWnfzHeINAAg_150x200.jpg);,Thu Jul 06 2017 19:08:39 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgEAcDgPXA==
White,,10,40,3.5,Castello della Sala Cervaro della Sala 2014,4.4,44.98,1663,it,Italy,Umbria,Marchesi Antinori,/wineries/antinori-wine-estates/wines/umbria-castello-cervaro-della-sala-2014,/wineries/antinori-wine-estates/wines/umbria-castello-cervaro-della-sala-2014,background-image:url(//images.vivino.com/thumbs/3kKbhIVzQLOK3qeB3jnmQg_150x200.jpg);,Thu Jul 06 2017 19:08:39 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgEAcDgPXA==
