qWineTypes,qFoodpairings,qPriceMin,qPriceMax,qMinRating,title,rating,price,reviewcount,countryCode,country,region,winery,winerylink,link,photo,pagetime,pageurl
Port,,10,40,3.5,Otima 10 Year Old Tawny Port,4,22.99,2035,pt,Portugal,Aged Tawny Port,Warre's,/wineries/warres/wines/otima-10-year-old-tawy-port-8888,/wineries/warres/wines/otima-10-year-old-tawy-port-8888,background-image:url(//images.vivino.com/thumbs/00ubgwqbbbotw_150x200.jpg);,Thu Jul 06 2017 19:08:39 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGpkAAH_ID5A=
Port,,10,40,3.5,Porto Valdouro Ruby Port,3.8,11.99,1977,pt,Portugal,Porto,Krohn,/wineries/wiese-and-krohn-sucrs-lda/wines/2102619-porto-valdouro-ruby-port-8888,/wineries/wiese-and-krohn-sucrs-lda/wines/2102619-porto-valdouro-ruby-port-8888,background-image:url(//images.vivino.com/thumbs/T60pKIebSWWZoNkmY8kfMw_150x200.jpg);,Thu Jul 06 2017 19:08:39 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGpkAAH_ID5A=
Port,,10,40,3.5,Ruby Porto,3.6,13.99,1720,pt,Portugal,Ruby Port,Sandeman,/wineries/sandeman/wines/sandeman-ruby-porto-8888,/wineries/sandeman/wines/sandeman-ruby-porto-8888,background-image:url(//images.vivino.com/thumbs/VEqvb-h-SAuZXEoCT7e9Dw_150x200.jpg);,Thu Jul 06 2017 19:08:39 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGpkAAH_ID5A=
Port,,10,40,3.5,Quinta de Ervamoira 10 Anos Tawny Porto,4.1,34.99,1631,pt,Portugal,Single Quinta Vintage Port (SQVP),Ramos Pinto,/wineries/ramos-pinto/wines/quinta-de-ervamoira-porto-10-years-8888,/wineries/ramos-pinto/wines/quinta-de-ervamoira-porto-10-years-8888,background-image:url(//images.vivino.com/thumbs/HIBM6G0uSfOey-2_D9AmyA_150x200.jpg);,Thu Jul 06 2017 19:08:39 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGpkAAH_ID5A=
Port,,10,40,3.5,10 Years Old Tawny Port,4,28.99,1452,pt,Portugal,Aged Tawny Port,Dow's,/wineries/dows-port/wines/10-year-tawny-porto-8888,/wineries/dows-port/wines/10-year-tawny-porto-8888,background-image:url(//images.vivino.com/thumbs/011lkmytq3s8v_150x200.jpg);,Thu Jul 06 2017 19:08:39 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGpkAAH_ID5A=
Port,,10,40,3.5,10 Year Old Tawny Port,4,27.99,1444,pt,Portugal,Aged Tawny Port,Quinta do Noval,/wineries/quinta-do-noval/wines/10-year-old-tawny-port-8888,/wineries/quinta-do-noval/wines/10-year-old-tawny-port-8888,background-image:url(//images.vivino.com/thumbs/I3nVee1NRHeITujZqba8Yg_150x200.jpg);,Thu Jul 06 2017 19:08:39 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGpkAAH_ID5A=
Port,,10,40,3.5,Late Bottled Vintage Port 2009,3.9,22.99,1444,pt,Portugal,Late Bottled Vintage Port (LBV),Graham's,/wineries/w-and-j-grahams/wines/late-bottled-vintage-port-2009,/wineries/w-and-j-grahams/wines/late-bottled-vintage-port-2009,background-image:url(//images.vivino.com/thumbs/la0nmtLPQcWtm3RuZXzgwQ_150x200.jpg);,Thu Jul 06 2017 19:08:39 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGpkAAH_ID5A=
Port,,10,40,3.5,Late Bottled Vintage (Unfiltered),4,21.99,1286,pt,Portugal,Late Bottled Vintage Port (LBV),Fonseca,/wineries/fonseca-guimaraens/wines/porto-late-bottled-vintage-unfiltered-8888,/wineries/fonseca-guimaraens/wines/porto-late-bottled-vintage-unfiltered-8888,background-image:url(//images.vivino.com/thumbs/b05hMQ2MS6ORFCsOf0CTaA_150x200.jpg);,Thu Jul 06 2017 19:08:39 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGpkAAH_ID5A=
Port,,10,40,3.5,Port Special Reserve,3.8,15.99,1206,pt,Portugal,Porto,Cockburn's,/wineries/cockburns/wines/special-reserve-port-8888,/wineries/cockburns/wines/special-reserve-port-8888,background-image:url(//images.vivino.com/thumbs/6I7rj5vLTX6fhReZAHOdaQ_150x200.jpg);,Thu Jul 06 2017 19:08:39 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGpkAAH_ID5A=
Port,,10,40,3.5,Quinta do Porto 10 Anos Tawny Porto,4,28.99,1205,pt,Portugal,Single Quinta Vintage Port (SQVP),Ferreira,/wineries/ferreira/wines/porto-ferreira-quinta-do-porto-tawny-10-years-old-8888,/wineries/ferreira/wines/porto-ferreira-quinta-do-porto-tawny-10-years-old-8888,background-image:url(//images.vivino.com/thumbs/jvSJ-m7vRdKdUu6j7nddaQ_150x200.jpg);,Thu Jul 06 2017 19:08:39 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGpkAAH_ID5A=
Port,,10,40,3.5,Porto Noval Black,3.9,16.98,1178,pt,Portugal,Porto,Quinta do Noval,/wineries/quinta-do-noval/wines/noval-black-porto-8888,/wineries/quinta-do-noval/wines/noval-black-porto-8888,background-image:url(//images.vivino.com/thumbs/G0yBeyHPRBmzbwepbYBVQw_150x200.jpg);,Thu Jul 06 2017 19:08:39 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGpkAAH_ID5A=
Port,,10,40,3.5,Fine Tawny Port,3.6,17.99,1161,pt,Portugal,Tawny Port,Dow's,/wineries/dows-port/wines/fine-tawny-port-8888,/wineries/dows-port/wines/fine-tawny-port-8888,background-image:url(//images.vivino.com/thumbs/URf26F4qTPKUj_2dW466SA_150x200.jpg);,Thu Jul 06 2017 19:08:39 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGpkAAH_ID5A=
Port,,10,40,3.5,10 Year Old Tawny Port,4,29.99,1137,pt,Portugal,Aged Tawny Port,Fonseca,/wineries/fonseca-guimaraens/wines/10-year-old-aged-tawny-port-8888,/wineries/fonseca-guimaraens/wines/10-year-old-aged-tawny-port-8888,background-image:url(//images.vivino.com/thumbs/q2lPBySjTp6ukLioGroJfw_150x200.jpg);,Thu Jul 06 2017 19:08:39 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGpkAAH_ID5A=
Port,,10,40,3.5,Tawny Porto,3.7,13.99,1096,pt,Portugal,Tawny Port,Sandeman,/wineries/sandeman/wines/sandeman-tawny-porto-8888,/wineries/sandeman/wines/sandeman-tawny-porto-8888,background-image:url(//images.vivino.com/thumbs/00sdudc5d15yi_150x200.jpg);,Thu Jul 06 2017 19:08:39 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGpkAAH_ID5A=
Port,,10,40,3.5,Quinta do Bom Retiro 20 Anos Tawny Porto,4.3,67.99,1091,pt,Portugal,Single Quinta Vintage Port (SQVP),Ramos Pinto,/wineries/ramos-pinto/wines/quinta-do-bom-retiro-porto-20-years-old-8888,/wineries/ramos-pinto/wines/quinta-do-bom-retiro-porto-20-years-old-8888,background-image:url(//images.vivino.com/thumbs/gRhkNnnwSFG4462pQXkdVg_150x200.jpg);,Thu Jul 06 2017 19:08:39 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGpkAAH_ID5A=
Port,,10,40,3.5,Fine Tawny Port,3.7,12.99,1003,pt,Portugal,Tawny Port,Taylor's,/wineries/taylors-port/wines/fine-tawny-port-8888,/wineries/taylors-port/wines/fine-tawny-port-8888,background-image:url(//images.vivino.com/thumbs/ZqodV-SgRSuR4xq4JQNThA_150x200.jpg);,Thu Jul 06 2017 19:08:39 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGpkAAH_ID5A=
Port,,10,40,3.5,Fine Ruby Port,3.6,12.99,984,pt,Portugal,Ruby Port,Dow's,/wineries/dows-port/wines/3154780-fine-ruby-porto-8888,/wineries/dows-port/wines/3154780-fine-ruby-porto-8888,background-image:url(//images.vivino.com/thumbs/tiEnICVFRUWCmFtY0cTpnw_150x200.jpg);,Thu Jul 06 2017 19:08:39 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGpkAAH_ID5A=
Port,,10,40,3.5,Porto Duque de Bragança Tawny 20 Anos,4.3,49.99,929,pt,Portugal,Porto,Ferreira,/wineries/ferreira/wines/ferreira-duque-de-bragana-20-year-old-tawny-porto-8888,/wineries/ferreira/wines/ferreira-duque-de-bragana-20-year-old-tawny-porto-8888,background-image:url(//images.vivino.com/thumbs/SsUiQ-DtS5yJvzl5U_1fnw_150x200.jpg);,Thu Jul 06 2017 19:08:39 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGpkAAH_ID5A=
Port,,10,40,3.5,Late Bottled Vintage Port 2011,4,22.99,871,pt,Portugal,Late Bottled Vintage Port (LBV),Graham's,/wineries/w-and-j-grahams/wines/late-bottled-vintage-port-2011,/wineries/w-and-j-grahams/wines/late-bottled-vintage-port-2011,background-image:url(//images.vivino.com/thumbs/BhLsNdssTyiN8dBwYb9eNw_150x200.jpg);,Thu Jul 06 2017 19:08:39 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGpkAAH_ID5A=
Port,,10,40,3.5,Late Bottled Vintage Port 2011,3.9,19.98,849,pt,Portugal,Late Bottled Vintage Port (LBV),Taylor's,/wineries/taylors-port/wines/late-bottled-vintage-port-2011,/wineries/taylors-port/wines/late-bottled-vintage-port-2011,background-image:url(//images.vivino.com/thumbs/Y0MwdQW7SO-67SQ_ObSDPw_150x200.jpg);,Thu Jul 06 2017 19:08:39 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGpkAAH_ID5A=
Port,,10,40,3.5,Porto Tawny,3.7,14.99,836,pt,Portugal,Porto,Ramos Pinto,/wineries/ramos-pinto/wines/porto-tawny-8888,/wineries/ramos-pinto/wines/porto-tawny-8888,background-image:url(//images.vivino.com/thumbs/illSsbJKTDqq2Qy5BGzDMQ_150x200.jpg);,Thu Jul 06 2017 19:08:39 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGpkAAH_ID5A=
Port,,10,40,3.5,Late Bottled Vintage Port 2009,3.9,23.99,834,pt,Portugal,Late Bottled Vintage Port (LBV),Taylor's,/wineries/taylors-port/wines/late-bottled-vintage-port-2009,/wineries/taylors-port/wines/late-bottled-vintage-port-2009,background-image:url(//images.vivino.com/thumbs/zB3IkKKjRH6q2Ej-5kEpDQ_150x200.jpg);,Thu Jul 06 2017 19:08:39 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGpkAAH_ID5A=
Port,,10,40,3.5,30 Year Old Tawny Port,4.5,109.99,805,pt,Portugal,Aged Tawny Port,Graham's,/wineries/w-and-j-grahams/wines/30-tawny-port-8888,/wineries/w-and-j-grahams/wines/30-tawny-port-8888,background-image:url(//images.vivino.com/thumbs/pgGvbZtwQHyQcUdgSAwARA_150x200.jpg);,Thu Jul 06 2017 19:08:39 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGpkAAH_ID5A=
Port,,10,40,3.5,20 Years Old Tawny Porto,4.2,46.99,805,pt,Portugal,Aged Tawny Port,Sandeman,/wineries/sandeman/wines/sandeman-20-years-old-tawny-porto-8888,/wineries/sandeman/wines/sandeman-20-years-old-tawny-porto-8888,background-image:url(//images.vivino.com/thumbs/GoTz1ONoR_ebUTSg_X-q5g_150x200.jpg);,Thu Jul 06 2017 19:08:39 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGpkAAH_ID5A=
Port,,10,40,3.5,Fine Ruby Port,3.6,11.99,783,pt,Portugal,Ruby Port,Cockburn's,/wineries/cockburns/wines/2315776-fine-ruby-porto-8888,/wineries/cockburns/wines/2315776-fine-ruby-porto-8888,background-image:url(//images.vivino.com/thumbs/y_rYAJ4eRbi3TgIeaT2lIA_150x200.jpg);,Thu Jul 06 2017 19:08:39 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGpkAAH_ID5A=
Port,,10,40,3.5,Porto 10 Years Old Tawny,4,33.99,767,pt,Portugal,Porto,Niepoort,/wineries/niepoort-vinhos-sa/wines/10-years-old-aged-tawny-porto-8888,/wineries/niepoort-vinhos-sa/wines/10-years-old-aged-tawny-porto-8888,background-image:url(//images.vivino.com/thumbs/NkyBzRxOTRWi5XoRlm_xLQ_150x200.jpg);,Thu Jul 06 2017 19:08:39 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGpkAAH_ID5A=
Port,,10,40,3.5,Otima 20 Year Old Tawny Port,4.1,42.99,726,pt,Portugal,Aged Tawny Port,Warre's,/wineries/warres/wines/otima-20-8888,/wineries/warres/wines/otima-20-8888,background-image:url(//images.vivino.com/thumbs/HWzatckIR_itz-RuPO6Yig_150x200.jpg);,Thu Jul 06 2017 19:08:39 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGpkAAH_ID5A=
Port,,10,40,3.5,20 Year Old Tawny Port,4.2,46.85,719,pt,Portugal,Aged Tawny Port,Fonseca,/wineries/fonseca-guimaraens/wines/20-year-old-aged-tawny-port-8888,/wineries/fonseca-guimaraens/wines/20-year-old-aged-tawny-port-8888,background-image:url(//images.vivino.com/thumbs/GfSZGO4OQMy18aoBFTZiHg_150x200.jpg);,Thu Jul 06 2017 19:08:39 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGpkAAH_ID5A=
Port,,10,40,3.5,Heritage Ruby Port,3.7,10.99,709,pt,Portugal,Ruby Port,Warre's,/wineries/warres/wines/heritage-porto-ruby-port-8888,/wineries/warres/wines/heritage-porto-ruby-port-8888,background-image:url(//images.vivino.com/thumbs/pKWmTdXGQPCCS-1oIt9plA_150x200.jpg);,Thu Jul 06 2017 19:08:39 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGpkAAH_ID5A=
Port,,10,40,3.5,Fine Tawny Port,3.9,16.99,709,pt,Portugal,Tawny Port,Graham's,/wineries/w-and-j-grahams/wines/fine-tawny-port-porto-8888,/wineries/w-and-j-grahams/wines/fine-tawny-port-porto-8888,background-image:url(//images.vivino.com/thumbs/SMn54qUTS6Kqf4mIkV4rNg_150x200.jpg);,Thu Jul 06 2017 19:08:39 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGpkAAH_ID5A=
Port,,10,40,3.5,Port Pink,3.5,21.98,708,pt,Portugal,Porto,Croft,/wineries/croft-family/wines/pink-porto-8888-1,/wineries/croft-family/wines/pink-porto-8888-1,background-image:url(//images.vivino.com/thumbs/6twWCAieRnWoLMvZvCkEDw_150x200.jpg);,Thu Jul 06 2017 19:08:39 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGpkAAH_ID5A=
Port,,10,40,3.5,Porto Lágrima Branco,3.7,17.99,687,pt,Portugal,Porto,Ramos Pinto,/wineries/ramos-pinto/wines/lgrima-vinho-do-porto-branco-8888,/wineries/ramos-pinto/wines/lgrima-vinho-do-porto-branco-8888,background-image:url(//images.vivino.com/thumbs/J23q33l2SX2IJNHtt2n_wQ_150x200.jpg);,Thu Jul 06 2017 19:08:39 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGpkAAH_ID5A=
Port,,10,40,3.5,40 Year Old Tawny Port,4.5,159.99,686,pt,Portugal,Aged Tawny Port,Graham's,/wineries/w-and-j-grahams/wines/w-j-grahams-40-year-old-tawny-porto-8888,/wineries/w-and-j-grahams/wines/w-j-grahams-40-year-old-tawny-porto-8888,background-image:url(//images.vivino.com/thumbs/hZLk6bGeRWKG1sNYp1B8gg_150x200.jpg);,Thu Jul 06 2017 19:08:39 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGpkAAH_ID5A=
Port,,10,40,3.5,10 Years Old Tawny Porto,4,26.99,683,pt,Portugal,Aged Tawny Port,Sandeman,/wineries/sandeman/wines/sandeman-10-years-old-tawny-porto-8888,/wineries/sandeman/wines/sandeman-10-years-old-tawny-porto-8888,background-image:url(//images.vivino.com/thumbs/0172mpeprysf5_150x200.jpg);,Thu Jul 06 2017 19:08:39 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGpkAAH_ID5A=
Port,,10,40,3.5,Ruby Port,3.6,16.99,659,pt,Portugal,Ruby Port,Fonseca,/wineries/fonseca-guimaraens/wines/ruby-port-8888,/wineries/fonseca-guimaraens/wines/ruby-port-8888,background-image:url(//images.vivino.com/thumbs/vx6HNmamRgSswz3OBgresg_150x200.jpg);,Thu Jul 06 2017 19:08:39 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGpkAAH_ID5A=
Port,,10,40,3.5,Ruby Porto,3.5,14.99,647,pt,Portugal,Ruby Port,Ramos Pinto,/wineries/ramos-pinto/wines/porto-ruby-8888,/wineries/ramos-pinto/wines/porto-ruby-8888,background-image:url(//images.vivino.com/thumbs/UGEnO8mqTIWaxPQ_UqfmWw_150x200.jpg);,Thu Jul 06 2017 19:08:39 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGpkAAH_ID5A=
Port,,10,40,3.5,First Estate Reserve Port,3.7,16.98,647,pt,Portugal,Porto,Taylor's,/wineries/taylors-port/wines/first-estate-reserve-port-8888,/wineries/taylors-port/wines/first-estate-reserve-port-8888,background-image:url(//images.vivino.com/thumbs/1360590229_3263_150x200.jpg);,Thu Jul 06 2017 19:08:39 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGpkAAH_ID5A=
