qWineTypes,qFoodpairings,qPriceMin,qPriceMax,qMinRating,title,rating,price,reviewcount,countryCode,country,region,winery,winerylink,link,photo,pagetime,pageurl
"Dessert","","10","40","3.5","Sauternes (Lur Saluces) 1997","4.7","263","782","fr","France","Sauternes","Château d'Yquem","/wineries/chateau-d-yquem/wines/1203058-sauternes-1997","/wineries/chateau-d-yquem/wines/1203058-sauternes-1997","background-image:url(//images.vivino.com/thumbs/oeZSk2AWSp2rVQx3xP9lKQ_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfamgMAcD0PYQ==",
"Dessert","","10","40","3.5","Late Harvest","4.4","82.99","742","us","United States","Napa Valley","Dolce","/wineries/dolce-winery/wines/dolce-late-harvest-semillon-sauvignon-blanc-8888","/wineries/dolce-winery/wines/dolce-late-harvest-semillon-sauvignon-blanc-8888","background-image:url(//images.vivino.com/thumbs/TQrJFZowTWmOcySi4Fo3ZA_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfamgMAcD0PYQ==",
"Dessert","","10","40","3.5","Jerez-Xeres-Sherry Reserva Solera Dry Amontillado Los Arcos","3.6","14.98","732","es","Spain","Jerez-Xérès-Sherry","Lustau","/wineries/lustau/wines/reserva-solera-dry-amontillado-los-arcos-sherry-8888","/wineries/lustau/wines/reserva-solera-dry-amontillado-los-arcos-sherry-8888","background-image:url(//images.vivino.com/thumbs/LPVd-BC-TvWVCSfQ01KDlQ_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfamgMAcD0PYQ==",
"Dessert","","10","40","3.5","Sauternes (Lur Saluces) 1990","4.8","389.99","711","fr","France","Sauternes","Château d'Yquem","/wineries/chateau-d-yquem/wines/1202904-sauternes-1990","/wineries/chateau-d-yquem/wines/1202904-sauternes-1990","background-image:url(//images.vivino.com/thumbs/dS9goZz5Ttiv0GNXptXikw_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfamgMAcD0PYQ==",
"Dessert","","10","40","3.5","Bristol Cream","3.6","12.99","695","es","Spain","Jerez-Xérès-Sherry","Harveys","/wineries/harveys/wines/bristol-cream-8888","/wineries/harveys/wines/bristol-cream-8888","background-image:url(//images.vivino.com/thumbs/3Yk30gVhT3aJvm4jdczIiw_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfamgMAcD0PYQ==",
"Dessert","","10","40","3.5","Alcyone","4.2","26.59","633","uy","Uruguay","Atlàntida","Vientos","/wineries/vientos/wines/alcyone-8888","/wineries/vientos/wines/alcyone-8888","background-image:url(//images.vivino.com/thumbs/02ffvuz1e3z0i_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfamgMAcD0PYQ==",
"Dessert","","10","40","3.5","La Guita Manzanilla","3.4","17.97","606","es","Spain","Manzanilla","Hijos de Rainera Pérez Marín","/wineries/hijos-de-rainera-perez-marin/wines/la-guita-manzanilla-8888","/wineries/hijos-de-rainera-perez-marin/wines/la-guita-manzanilla-8888","background-image:url(//images.vivino.com/thumbs/qI8pkXktQYKpjwlu06ux4g_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfamgMAcD0PYQ==",
"Dessert","","10","40","3.5","Sauternes (Lur Saluces) 2003","4.7","374.99","598","fr","France","Sauternes","Château d'Yquem","/wineries/chateau-d-yquem/wines/1384705-sauternes-2003","/wineries/chateau-d-yquem/wines/1384705-sauternes-2003","background-image:url(//images.vivino.com/thumbs/v8btVLOsQEahZeQjm_SNhg_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfamgMAcD0PYQ==",
"Dessert","","10","40","3.5","Castello della Sala Muffato della Sala 2008","4.4","57.98","575","it","Italy","Umbria","Marchesi Antinori","/wineries/antinori-wine-estates/wines/muffato-della-sala-2008","/wineries/antinori-wine-estates/wines/muffato-della-sala-2008","background-image:url(//images.vivino.com/thumbs/00vnjumz0tux8_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfamgMAcD0PYQ==",
"Dessert","","10","40","3.5","Sauternes (Lur Saluces) 2001","4.8","753","554","fr","France","Sauternes","Château d'Yquem","/wineries/chateau-d-yquem/wines/1195048-sauternes-2001","/wineries/chateau-d-yquem/wines/1195048-sauternes-2001","background-image:url(//images.vivino.com/thumbs/ZpYThX50TXWzWneHNIPqIg_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfamgMAcD0PYQ==",
"Dessert","","10","40","3.5","Sauternes 1er Grand Cru Classé 2009","4.4","56.99","541","fr","France","Sauternes","Château Guiraud","/wineries/chateau-guiraud/wines/sauternes-1er-grand-cru-class-2009","/wineries/chateau-guiraud/wines/sauternes-1er-grand-cru-class-2009","background-image:url(//images.vivino.com/thumbs/dI3UQ5_4RqOvsmtCEaW9sQ_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfamgMAcD0PYQ==",
"Dessert","","10","40","3.5","Aszú 5 Puttonyos Red Label 2009","4.4","45.99","516","hu","Hungary","Tokaji","Royal Tokaji","/wineries/royal-tokaji-wine-co/wines/tokaj-5-puttonyos-aszu-vinho-branco-fino-suave-2009","/wineries/royal-tokaji-wine-co/wines/tokaj-5-puttonyos-aszu-vinho-branco-fino-suave-2009","background-image:url(//images.vivino.com/thumbs/ZK7l3nOiTvi4or8hSmzxqg_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfamgMAcD0PYQ==",
"Dessert","","10","40","3.5","Bianco Dolce","4.1","13.33","513","it","Italy","Provincia di Pavia","Roscato","/wineries/roscato/wines/bianco-dolce-sweet-white-8888","/wineries/roscato/wines/bianco-dolce-sweet-white-8888","background-image:url(//images.vivino.com/thumbs/XwVmwM7ASPeguUukZOlgKg_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfamgMAcD0PYQ==",
"Dessert","","10","40","3.5","Sauternes (Lur Saluces) 2002","4.7","331.99","496","fr","France","Sauternes","Château d'Yquem","/wineries/chateau-d-yquem/wines/1250762-sauternes-2002","/wineries/chateau-d-yquem/wines/1250762-sauternes-2002","background-image:url(//images.vivino.com/thumbs/Ysy5iSRLSZ6ioGwcuVee9Q_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfamgMAcD0PYQ==",
"Dessert","","10","40","3.5","Alfonso Oloroso Seco","3.6","28.99","478","es","Spain","Jerez-Xérès-Sherry","Gonzalez-Byass","/wineries/es-gonzalez-byass/wines/alfonso-oloroso-seco-jerez-xrs-sherry-palomino-8888","/wineries/es-gonzalez-byass/wines/alfonso-oloroso-seco-jerez-xrs-sherry-palomino-8888","background-image:url(//images.vivino.com/thumbs/FSRNhlmASyWdUJx9nyhlBQ_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfamgMAcD0PYQ==",
"Dessert","","10","40","3.5","Bricco Riella Moscato d'Asti","4.2","12.99","478","it","Italy","Asti","Valter Barbero - Cascina Pian d'Or","/wineries/bricco-riella/wines/moscato-dasti-8888","/wineries/bricco-riella/wines/moscato-dasti-8888","background-image:url(//images.vivino.com/thumbs/A9kgJBL1Qr2MefOYvX4wag_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfamgMAcD0PYQ==",
"Dessert","","10","40","3.5","Sauternes 1er Grand Cru Classé 2005","4.4","74.99","478","fr","France","Sauternes","Château Guiraud","/wineries/chateau-guiraud/wines/sauternes-1er-grand-cru-class-2005","/wineries/chateau-guiraud/wines/sauternes-1er-grand-cru-class-2005","background-image:url(//images.vivino.com/wineries/1435/vintages/000qclfke06q7_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfamgMAcD0PYQ==",
"Dessert","","10","40","3.5","Sauternes (Lur Saluces) 2005","4.7","749.98","453","fr","France","Sauternes","Château d'Yquem","/wineries/chateau-d-yquem/wines/1398100-sauternes-2005","/wineries/chateau-d-yquem/wines/1398100-sauternes-2005","background-image:url(//images.vivino.com/thumbs/kYC-5nI0QciFa4JPG9-8ug_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfamgMAcD0PYQ==",
"Dessert","","10","40","3.5","Sauternes 1er Grand Cru Classé 2011","4.4","69.75","451","fr","France","Sauternes","Château Guiraud","/wineries/chateau-guiraud/wines/2936590-sauternes-1er-grand-cru-class-2011","/wineries/chateau-guiraud/wines/2936590-sauternes-1er-grand-cru-class-2011","background-image:url(//images.vivino.com/wineries/1435/vintages/001qxvydswi1p_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfamgMAcD0PYQ==",
"Dessert","","10","40","3.5","Sauternes 1er Grand Cru Classé 2006","4.3","48.95","421","fr","France","Sauternes","Château Guiraud","/wineries/chateau-guiraud/wines/chateau-guiraud-2006","/wineries/chateau-guiraud/wines/chateau-guiraud-2006","background-image:url(//images.vivino.com/wineries/1435/vintages/0000i9a09nuoz_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfamgMAcD0PYQ==",
"Dessert","","10","40","3.5","Sauternes 1er Grand Cru Classé 2001","4.3","72","415","fr","France","Sauternes","Château Guiraud","/wineries/chateau-guiraud/wines/sauternes-1er-grand-cru-class-2001","/wineries/chateau-guiraud/wines/sauternes-1er-grand-cru-class-2001","background-image:url(//images.vivino.com/wineries/1435/vintages/000q59anjv4cx_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfamgMAcD0PYQ==",
"Dessert","","10","40","3.5","Fino","3.5","19.99","414","es","Spain","Jerez-Xérès-Sherry","El Maestro Sierra","/wineries/el-maestro-sierra/wines/fino-8888","/wineries/el-maestro-sierra/wines/fino-8888","background-image:url(//images.vivino.com/thumbs/da23LJ1dSpa6t9y9HNBrBg_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfamgMAcD0PYQ==",
"Dessert","","10","40","3.5","Sauternes (Lur Saluces) 2004","4.7","276","411","fr","France","Sauternes","Château d'Yquem","/wineries/chateau-d-yquem/wines/1222392-sauternes-2004","/wineries/chateau-d-yquem/wines/1222392-sauternes-2004","background-image:url(//images.vivino.com/thumbs/-6cz07HqS_elyUeHH2PoMQ_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfamgMAcD0PYQ==",
"Dessert","","10","40","3.5","Museum Reserve Muscat","4.0","21.99","407","au","Australia","Rutherglen","Yalumba","/wineries/yalumba/wines/museum-reserve-muscat-8888","/wineries/yalumba/wines/museum-reserve-muscat-8888","background-image:url(//images.vivino.com/thumbs/ngVK2_VmS3OUPg0zukkTBA_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfamgMAcD0PYQ==",
"Dessert","","10","40","3.5","Sauternes (Lur Saluces) 2008","4.7","344","406","fr","France","Sauternes","Château d'Yquem","/wineries/chateau-d-yquem/wines/1245395-sauternes-2008","/wineries/chateau-d-yquem/wines/1245395-sauternes-2008","background-image:url(//images.vivino.com/thumbs/_2DC4E0YS2SOuH_GZ25pbQ_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfamgMAcD0PYQ==",
"Dessert","","10","40","3.5","Sauternes (Lur Saluces) 1986","4.7","368","399","fr","France","Sauternes","Château d'Yquem","/wineries/chateau-d-yquem/wines/1919386-sauternes-1986","/wineries/chateau-d-yquem/wines/1919386-sauternes-1986","background-image:url(//images.vivino.com/thumbs/W1CRtxjLT7CJj8zWDji-dg_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfamgMAcD0PYQ==",
"Dessert","","10","40","3.5","Sauternes 1er Grand Cru Classé 2007","4.3","62.99","395","fr","France","Sauternes","Château Guiraud","/wineries/chateau-guiraud/wines/1373829-sauternes-1er-grand-cru-class-2007","/wineries/chateau-guiraud/wines/1373829-sauternes-1er-grand-cru-class-2007","background-image:url(//images.vivino.com/thumbs/gdWV3GkGTle7grxc6pheKw_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfamgMAcD0PYQ==",
"Dessert","","10","40","3.5","Rosato","4.1","12.99","391","it","Italy","Provincia di Pavia","Castello del Poggio","/wineries/it-castello-del-poggio/wines/rosato-8888","/wineries/it-castello-del-poggio/wines/rosato-8888","background-image:url(//images.vivino.com/thumbs/k1B76tFIRTe7T_lRU1iXgg_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfamgMAcD0PYQ==",
"Dessert","","10","40","3.5","Jerez-Xeres-Sherry Reserva Solera Moscatel Emilín","4.0","26.99","385","es","Spain","Jerez-Xérès-Sherry","Lustau","/wineries/lustau/wines/reserva-solera-emiln-moscatel-sherry-8888","/wineries/lustau/wines/reserva-solera-emiln-moscatel-sherry-8888","background-image:url(//images.vivino.com/thumbs/_JtVSZlBSmaj8xVn3NdJew_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfamgMAcD0PYQ==",
"Dessert","","10","40","3.5","Jerez-Xeres-Sherry Reserva Solera Don Nuño Dry Oloroso","3.7","21.98","382","es","Spain","Jerez-Xérès-Sherry","Lustau","/wineries/lustau/wines/reserva-solera-don-nuo-dry-oloroso-sherry-8888","/wineries/lustau/wines/reserva-solera-don-nuo-dry-oloroso-sherry-8888","background-image:url(//images.vivino.com/thumbs/4LHhQ_LqQ6GzBFLMV3i5rw_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfamgMAcD0PYQ==",
"Dessert","","10","40","3.5","Vidal Icewine 2012","4.3","49.99","381","ca","Canada","Niagara Peninsula","Inniskillin","/wineries/inniskillin-wines-inc/wines/icewine-vidal-2012","/wineries/inniskillin-wines-inc/wines/icewine-vidal-2012","background-image:url(//images.vivino.com/thumbs/66qZI5kyQ2eQY3UaMZKcEQ_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfamgMAcD0PYQ==",
"Dessert","","10","40","3.5","Sauternes (Lur Saluces) 1988","4.7","501","372","fr","France","Sauternes","Château d'Yquem","/wineries/chateau-d-yquem/wines/1429431-sauternes-1988","/wineries/chateau-d-yquem/wines/1429431-sauternes-1988","background-image:url(//images.vivino.com/thumbs/aLM--wEdQ7GmLQfRj6Aa3Q_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfamgMAcD0PYQ==",
"Dessert","","10","40","3.5","Reserva Solera Manzanilla Papirusa","3.7","15.99","372","es","Spain","Manzanilla","Lustau","/wineries/lustau/wines/reserva-solera-papirusa-manzanilla-sherry-8888","/wineries/lustau/wines/reserva-solera-papirusa-manzanilla-sherry-8888","background-image:url(//images.vivino.com/thumbs/mq8N5ELJRFKX0Bj3dOG96Q_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfamgMAcD0PYQ==",
